date,country,avg_temp,min_temp,max_temp,dewpoint,humidity,precip_mm,rain_mm,snow_mm,snow_depth_cm,pressure_msl,cloud_cover,wind_speed_avg,wind_speed_max,wind_gust_max,wind_dir_mode,shortwave_rad_MJ,vpd,hdd18,cdd18,delta_temp,delta_humidity
2021-12-13,CAN,4.683333333,3.1,7.4,-2.391666667,60.33333333,0,0,0,0.0370833333,1005.6375,54.875,4.775,5.8,12.1,234.4824666,1322,3.384421945,13.31666667,0,4.3,0.375
2021-12-14,CAN,0.0208333333,-2.5,3,-4.270833333,73.91666667,0,0,0,0.03,1023.7,51.20833333,2.591666667,4.28,9.2,326.7730404,1848,1.595587167,17.97916667,0,5.5,13.58333333
2021-12-15,CAN,-1.2125,-4.2,1.8,-5.091666667,76,4,1.4,1.82,0.0358333333,1020.854167,99.5,2.905833333,4.22,9.4,91.15219949,561,1.341498983,19.2125,0,6,2.083333333
2021-12-16,CAN,7.183333333,-0.3,14.6,4.3625,84.29166667,3.7,3.7,0,0.0283333333,996.8625,90.16666667,4.960833333,9.06,18.7,185.1085986,1079,1.593674462,10.81666667,0,14.9,8.291666667
2021-12-17,CAN,2.979166667,-1.7,9.2,-3.35,63.29166667,0.1,0.1,0,0.01,1004.8875,71.75,5.510416667,7.92,17.3,267.8253545,911,2.777523752,15.02083333,0,10.9,-21
2021-12-18,CAN,-4.145833333,-4.9,-2.1,-8.875,69.91666667,7,0,4.9,0.0191666667,1012.533333,96.66666667,3.265,4.49,9.9,42.09803142,405,1.351633442,22.14583333,0,2.8,6.625
2021-12-19,CAN,-6.1,-9.3,-4.1,-11.74166667,65.08333333,0.4,0,0.28,0.0516666667,1013.566667,44.04166667,3.075833333,4.05,9.2,330.8802307,1628,1.35221009,24.1,0,5.2,-4.833333333
2021-12-20,CAN,-4.645833333,-10.5,1.7,-7.754166667,79.33333333,0.1,0,0.07,0.05,1011.483333,89.45833333,3.234583333,6.28,14,173.5526871,1058,0.894124249,22.64583333,0,12.2,14.25
2021-12-21,CAN,-1.7625,-5,1.5,-7.25,66.91666667,1,0.1,0.63,0.0583333333,1005.0875,83.58333333,3.568333333,5.41,11.6,320.6779697,1602,1.775761616,19.7625,0,6.5,-12.41666667
2021-12-22,CAN,-2.904166667,-9,1.6,-7.595833333,70.875,1.3,0,0.91,0.06,993.3375,75.41666667,4.48375,6.86,14.7,301.7089352,951,1.436271679,20.90416667,0,10.6,3.958333333
2021-12-23,CAN,-10.75833333,-13.9,-7.9,-16.49166667,63.5,0,0,0,0.06,1011.033333,36.5,2.971666667,5.5,13.6,275.9401245,1900,0.981767367,28.75833333,0,6,-7.375
2021-12-24,CAN,-7.416666667,-10.7,-2.7,-11.60416667,73,0,0,0,0.06,1008.295833,68.16666667,2.53,3.3,7.4,79.10645695,1834,0.944677682,25.41666667,0,8,9.5
2021-12-25,CAN,-4.433333333,-6.3,-2.2,-6.5875,85.08333333,3,2.3,0.49,0.0658333333,994.625,100,3.149583333,4.68,10.2,58.6193882,406,0.655813245,22.43333333,0,4.1,12.08333333
2021-12-26,CAN,-1.991666667,-7.6,0.4,-5.541666667,77.375,0.4,0,0.28,0.07,1004.758333,84.70833333,3.005833333,4.42,9.1,307.4436615,935,1.194001377,19.99166667,0,8,-7.708333333
2021-12-27,CAN,-8.833333333,-11.9,-6.4,-13.15,71.125,0,0,0,0.07,1009.9,76.79166667,2.739166667,4.33,9.7,39.8045989,959,0.904553154,26.83333333,0,5.5,-6.25
2021-12-28,CAN,-3.329166667,-7.9,2.6,-7.295833333,74.70833333,2.4,0,1.68,0.0779166667,998.5791667,99.66666667,2.775833333,5.89,12.7,331.3366505,1109,1.208245915,21.32916667,0,10.5,3.583333333
2021-12-29,CAN,-3.758333333,-7.8,-0.2,-7.379166667,76.41666667,0,0,0,0.08,1004.15,90.875,2.058333333,2.95,6.3,57.60994123,1373,1.090948212,21.75833333,0,7.6,1.708333333
2021-12-30,CAN,-2.341666667,-5.2,1,-5.5875,78.625,0,0,0,0.08,1004.645833,95.58333333,1.208333333,2.01,4.3,80.80461792,878,1.099145555,20.34166667,0,6.2,2.208333333
2021-12-31,CAN,-2.679166667,-5.1,-0.4,-4.070833333,90.29166667,0.2,0,0.14,0.08,1003.5125,92.58333333,1.651666667,2.41,5.7,72.12163351,459,0.486852238,20.67916667,0,4.7,11.66666667
2022-01-01,CAN,-0.691666667,-5.1,2.1,-2.091666667,90.54166667,1,0.9,0.07,0.08,999.3708333,100,2.814166667,4.49,9.3,15.77597694,369,0.54927325,18.69166667,0,7.2,
2022-01-02,CAN,-9.816666667,-13.7,-6,-16.76666667,57.70833333,1.6,0,1.12,0.0895833333,1004.266667,87.54166667,3.615416667,4.16,9.2,328.201093,1146,1.226005105,27.81666667,0,7.7,-32.83333333
2022-01-03,CAN,-14.39583333,-18.4,-10.9,-21.3,56.91666667,0,0,0,0.09,1016.9,10.95833333,1.830416667,3.66,7.9,292.5044495,2013,0.862617392,32.39583333,0,7.5,-0.791666667
2022-01-04,CAN,-5.629166667,-12.4,0.2,-9.529166667,74.5,0.1,0,0.14,0.09,1012.316667,98.54166667,2.48875,4.46,9.7,202.0637156,1110,1.023756853,23.62916667,0,12.6,17.58333333
2022-01-05,CAN,-1.283333333,-5.3,2.5,-5.329166667,74.83333333,2.4,0,1.68,0.0920833333,996.2333333,98.58333333,3.210833333,5.95,12.1,134.9565224,553,1.399401265,19.28333333,0,7.8,0.333333333
2022-01-06,CAN,-4.825,-11.2,0.5,-10.27916667,66.16666667,1.6,0.1,1.05,0.1,998.2458333,87.33333333,4.099583333,6.44,13.5,272.7767267,1573,1.444030619,22.825,0,11.7,-8.666666667
2022-01-07,CAN,-10.9125,-15.9,-7.6,-16.8375,62.125,0.5,0.1,0.28,0.1,1005.6875,75.41666667,2.9175,5.02,10.7,319.6921087,1460,1.006278606,28.9125,0,8.3,-4.041666667
2022-01-08,CAN,-14.97083333,-21,-10.4,-21.53333333,58.08333333,0,0,0,0.1,1022.125,54.54166667,2.605,4.65,9.8,234.376596,2026,0.800286136,32.97083333,0,10.6,-4.041666667
2022-01-09,CAN,-1.858333333,-10.8,3.2,-6.579166667,70.625,1.6,0.3,0.98,0.101666667,1002.379167,90.08333333,4.46375,6.08,13,213.6043231,284,1.56558825,19.85833333,0,14,12.54166667
2022-01-10,CAN,-12.46666667,-18.6,-7.4,-20.17916667,53.625,0,0,0,0.1,1009.520833,65.41666667,4.095833333,5.2,13.3,295.0724306,2056,1.087187913,30.46666667,0,11.2,-17
2022-01-11,CAN,-20.9625,-25.5,-17.5,-30.15,44.75,0,0,0,0.0970833333,1022.383333,30.75,2.822083333,4.83,10.1,267.0342527,2215,0.633106097,38.9625,0,8,-8.875
2022-01-12,CAN,-6.829166667,-16.6,1.6,-11.2625,71.16666667,0.8,0,0.63,0.0983333333,1004.054167,97.66666667,3.089166667,5.89,12.8,84.18183125,799,1.055724812,24.82916667,0,18.2,26.41666667
2022-01-13,CAN,-6.525,-8.4,-3.6,-10.075,76.33333333,0.3,0,0.21,0.1,1005.916667,95.41666667,1.97875,2.69,5.9,67.6646822,931,0.887097614,24.525,0,4.8,5.166666667
2022-01-14,CAN,-14.57916667,-21.6,-6.7,-20.6,61.58333333,0,0,0,0.1025,1014.291667,21.70833333,3.855833333,5.06,11,338.4696927,2315,0.757627968,32.57916667,0,14.9,-14.75
2022-01-15,CAN,-22.06666667,-25.6,-18.3,-29.7375,50.75,0,0,0,0.1,1023.425,0.0416666667,2.80875,3.92,9.1,320.6184533,2337,0.512088569,40.06666667,0,7.3,-10.83333333
2022-01-16,CAN,-18.05416667,-23.5,-10.9,-25.10416667,56.25,0,0,0,0.1,1015.904167,16.70833333,2.105,3.59,6.8,100.9841208,2319,0.644547754,36.05416667,0,12.6,5.5
2022-01-17,CAN,-8,-15.3,-3.5,-10.92083333,79.58333333,27.3,0,19.11,0.21625,987.35,100,5.00125,6.43,13.3,17.27839118,306,0.682666603,26,0,11.8,23.33333333
2022-01-18,CAN,-14.42083333,-19,-7.6,-19.59166667,65.20833333,0,0,0,0.278333333,1001.704167,40,4.114166667,6.26,13.2,303.7220486,2445,0.695165996,32.42083333,0,11.4,-14.375
2022-01-19,CAN,-9.854166667,-19,3.4,-13.4625,75.20833333,6.1,0.6,3.85,0.31625,999.5791667,84.375,4.043333333,6.65,14,61.10912,764,0.716561115,27.85416667,0,22.4,10
2022-01-20,CAN,-16.97916667,-21.9,-5.8,-21.725,67.25,0.1,0,0.07,0.304583333,1017.429167,8,3.487916667,6.31,14.5,297.8928197,2478,0.528563944,34.97916667,0,16.1,-7.958333333
2022-01-21,CAN,-22.6625,-28.7,-18.3,-28.01666667,62.58333333,0,0,0,0.3,1028.5625,0,1.559583333,2.41,4.1,266.3127088,2537,0.369018878,40.6625,0,10.4,-4.666666667
2022-01-22,CAN,-21.89583333,-30.1,-14.9,-26.4125,68.08333333,0,0,0,0.3,1016.595833,61.54166667,1.828333333,3.11,5.7,82.65045908,1925,0.336910507,39.89583333,0,15.2,5.5
2022-01-23,CAN,-12.64583333,-18.8,-9.7,-16.8625,71.91666667,0,0,0,0.3,1000.658333,43.16666667,3.246666667,4.36,9.5,278.0064915,2461,0.648867538,30.64583333,0,9.1,3.833333333
2022-01-24,CAN,-18.45,-24.1,-13.4,-22.875,69.45833333,0.7,0,0.49,0.300416667,1002.958333,68.29166667,1.73625,2.86,5.2,93.33821131,2043,0.434997716,36.45,0,10.7,-2.458333333
2022-01-25,CAN,-13.37916667,-17.2,-8.7,-16.99166667,74.79166667,1,0,0.7,0.31,1005.245833,57.58333333,2.798333333,4.33,9.8,340.0671212,2219,0.548663083,31.37916667,0,8.5,5.333333333
2022-01-26,CAN,-21.6375,-27,-18.3,-26.2,67.20833333,0,0,0,0.31,1020.0875,0.0416666667,1.90875,3.04,6,277.1366879,2746,0.354126177,39.6375,0,8.7,-7.583333333
2022-01-27,CAN,-12.98333333,-25.6,-4.4,-16.57916667,74.75,1.4,0,0.98,0.307916667,1011.533333,96.625,3.609583333,6.05,13.9,169.035218,1633,0.567608497,30.98333333,0,21.2,7.541666667
2022-01-28,CAN,-14.65416667,-20.9,-4.4,-19.39583333,67.75,0.3,0,0.21,0.310833333,1014.170833,61.70833333,3.460416667,5.32,11.2,327.4697563,2759,0.632083029,32.65416667,0,16.5,-7
2022-01-29,CAN,-19.75416667,-27.1,-13.8,-25.7375,60.70833333,0,0,0,0.31,1012.058333,31.79166667,2.792916667,4.86,9.3,347.5319024,2851,0.500196564,37.75416667,0,13.3,-7.041666667
2022-01-30,CAN,-16.80416667,-21.8,-9.8,-21.77083333,66.41666667,0,0,0,0.30625,1005.3125,7.958333333,2.802083333,3.83,7.6,281.4113182,2831,0.550074463,34.80416667,0,12,5.708333333
2022-01-31,CAN,-14.5125,-21.4,-7.1,-18.44583333,73.16666667,0,0,0,0.3,1015.683333,29,1.662083333,3.06,4.9,45.58674911,2661,0.532110992,32.5125,0,14.3,6.75
2022-02-01,CAN,-9.008333333,-16.2,-0.2,-13.7625,70.41666667,0,0,0,0.298333333,1019.329167,70.04166667,3.14125,4.32,8.2,96.55043299,2551,0.9140869,27.00833333,0,16,-2.75
2022-02-02,CAN,0.866666667,-1.6,2.7,-3.033333333,75.58333333,3.4,1.4,1.4,0.288333333,1012.3875,100,3.107916667,4.34,8.8,199.4185869,566,1.58810123,17.13333333,0,4.3,5.166666667
2022-02-03,CAN,-5.558333333,-11.9,0.8,-9.341666667,75.45833333,6,0.2,4.13,0.309583333,1017.558333,100,3.605833333,4.43,10.8,331.9079651,1320,0.99062413,23.55833333,0,12.7,-0.125
2022-02-04,CAN,-11.97916667,-14.4,-8.5,-16.6375,69.33333333,2.1,0,1.47,0.35375,1015.541667,99.95833333,2.6375,3.51,7.8,355.4678873,2403,0.747849984,29.97916667,0,5.9,-6.125
2022-02-05,CAN,-16.70833333,-20,-13.5,-21.75,66.58333333,0,0,0,0.354166667,1017.925,51.70833333,2.90125,3.77,8.9,296.7707773,3154,0.551782005,34.70833333,0,6.5,-2.75
2022-02-06,CAN,-14.62083333,-23.5,-6.4,-19.09166667,69.79166667,1.3,0,0.98,0.3525,1020.7375,90.54166667,2.13125,3.01,6.3,99.93408955,1291,0.593701031,32.62083333,0,17.1,3.208333333
2022-02-07,CAN,-4.175,-8.2,0.8,-8.691666667,71.66666667,0.4,0,0.28,0.354166667,1012.533333,63.08333333,2.477916667,3.54,6.7,137.1941976,2910,1.270210174,22.175,0,9,1.875
2022-02-08,CAN,-4.545833333,-7.4,-0.1,-6.808333333,84.58333333,0.8,0,0.56,0.348333333,1004.941667,85.79166667,1.840416667,4,7.9,67.10851672,1500,0.672054768,22.54583333,0,7.3,12.91666667
2022-02-09,CAN,-4.1,-12.5,2.3,-7.491666667,78.45833333,0.1,0,0.07,0.33875,1001.466667,60.54166667,2.260833333,3.31,7.7,153.8398438,2290,0.971208769,22.1,0,14.8,-6.125
2022-02-10,CAN,1.741666667,-0.1,4.2,-1.370833333,80.125,1,0.7,0.21,0.321666667,995.0958333,97.5,3.852083333,5.04,12.1,219.8282024,1497,1.376744616,16.25833333,0,4.3,1.666666667
2022-02-11,CAN,-0.0125,-4.7,3.6,-2.391666667,84.41666667,3.5,3,0.35,0.30625,997.3291667,87.70833333,3.760416667,5.6,11.6,195.2244976,707,0.950964456,18.0125,0,8.3,4.291666667
2022-02-12,CAN,-5.3,-18.4,2.7,-8.645833333,77.66666667,3.3,1.9,1.05,0.29875,1002.991667,63.29166667,4.236666667,6.08,14.1,270.2953474,2170,0.919412279,23.3,0,21.1,-6.75
2022-02-13,CAN,-19.16666667,-23.7,-13.9,-23.85833333,67.29166667,0,0,0,0.3,1017.0875,48.125,1.857083333,2.66,6.1,351.5126863,3433,0.438059886,37.16666667,0,9.8,-10.375
2022-02-14,CAN,-19.02916667,-23.6,-14,-24.42916667,63.875,0,0,0,0.3,1014.225,53.875,2.515,3.42,7.8,295.4468806,3653,0.489579114,37.02916667,0,9.6,-3.416666667
2022-02-15,CAN,-14.525,-18.4,-9,-19.75,66.04166667,0.3,0,0.21,0.302083333,1023.479167,54.625,2.264583333,3.74,8.9,283.9435939,3623,0.672706641,32.525,0,9.4,2.166666667
2022-02-16,CAN,-4.15,-18.4,6,-9.870833333,65.33333333,0.4,0.1,0.21,0.302916667,1013.733333,99.95833333,4.957083333,8.77,18.6,142.9604246,2358,1.557071786,22.15,0,24.4,-0.708333333
2022-02-17,CAN,3.616666667,-3.2,6.8,0.966666667,83.08333333,18.2,10.8,5.18,0.25375,999.4083333,100,4.415833333,7.36,15.4,251.3527951,648,1.339086427,14.38333333,0,10,17.75
2022-02-18,CAN,-11.36666667,-19.1,-3.9,-16.5375,66.625,12.9,0,9.03,0.338333333,1000.85,49.54166667,4.220416667,5.97,13.6,318.8770136,3809,0.855033717,29.36666667,0,15.2,-16.45833333
2022-02-19,CAN,-10.39583333,-18.3,-2.5,-15.67916667,66.625,3.4,0.1,2.31,0.388333333,999.7916667,69.875,5.28875,8.61,18.6,252.5537516,3333,0.924034939,28.39583333,0,15.8,0
2022-02-20,CAN,-9.4125,-20.9,3.5,-14.86666667,66,0.7,0.1,0.42,0.4,1009.658333,98.625,3.545833333,6.54,13.7,201.1773472,1574,1.017635881,27.4125,0,24.4,-0.625
2022-02-21,CAN,-1.070833333,-6,4.3,-6.3125,68.375,0.3,0,0.21,0.38375,1013.875,93.875,3.685,5.59,11.7,344.0707324,2679,1.786202328,19.07083333,0,10.3,2.375
2022-02-22,CAN,-3.829166667,-8.6,1,-7.658333333,75.20833333,14.3,14.3,0,0.374583333,1009.029167,99.95833333,3.8225,5.82,12.2,72.96887734,1659,1.140755376,21.82916667,0,9.6,6.833333333
2022-02-23,CAN,-5.0125,-14.3,6.5,-9.420833333,72.25,0.6,0.6,0,0.352916667,1006.129167,69.41666667,4.742916667,7.09,15.5,281.0647783,3178,1.167655728,23.0125,0,20.8,-2.958333333
2022-02-24,CAN,-15.1125,-19.2,-10.1,-21.175,61.875,0,0,0,0.34,1025.670833,45.875,2.039166667,3.69,7.5,320.1328346,3975,0.719389718,33.1125,0,9.1,-10.375
2022-02-25,CAN,-12.65416667,-16.6,-9.3,-17.0875,69.5,8.2,0,5.74,0.390416667,1016.8875,78.79166667,3.593333333,6.13,13.1,24.99971634,1386,0.704228092,30.65416667,0,7.3,7.625
2022-02-26,CAN,-11.52916667,-22,-3,-16.28333333,69.79166667,0,0,0,0.432083333,1015.4875,61.83333333,3.267916667,6.31,14.1,243.3496076,3853,0.763868808,29.52916667,0,19,0.291666667
2022-02-27,CAN,-5.1125,-11.6,-1.3,-10.85,65.04166667,2,0,1.4,0.43,1001.820833,74.91666667,5.2575,6.99,15.4,266.9875348,2853,1.459830987,23.1125,0,10.3,-4.75
2022-02-28,CAN,-14.625,-19.3,-10.9,-20.7375,61.16666667,0,0,0,0.42,1016.495833,37.875,2.412083333,4.42,9.8,285.006541,4455,0.762950128,32.625,0,8.4,-3.875
2022-03-01,CAN,-12.475,-17.1,-6.9,-15.9375,75.45833333,2.8,0,1.96,0.434583333,1007.15,91.29166667,2.41,4.18,8.7,46.15640837,1120,0.574951653,30.475,0,10.2,14.29166667
2022-03-02,CAN,-7.516666667,-13.9,-1.2,-11.79583333,73.45833333,2.5,0,1.75,0.450833333,1005.25,59.95833333,2.367916667,3.62,8.2,269.4354845,3747,0.921464725,25.51666667,0,12.7,-2
2022-03-03,CAN,-10.54583333,-17,-4.8,-15.70416667,67.125,0.1,0,0.07,0.46,1011.845833,39.75,3.734583333,4.7,10.7,309.6930901,4386,0.899381745,28.54583333,0,12.2,-6.333333333
2022-03-04,CAN,-10.55416667,-19,-2.5,-15.61666667,67.75,0,0,0,0.45,1019.083333,44.375,3.06,5.25,11.8,252.9190918,3781,0.881697394,28.55416667,0,16.5,0.625
2022-03-05,CAN,-5.670833333,-11.9,-0.9,-10.12916667,72.125,0.1,0,0.07,0.445,1018.725,86.83333333,2.419166667,4.79,9.7,203.8999463,2890,1.115551302,23.67083333,0,11,4.375
2022-03-06,CAN,4.658333333,-2.4,14.5,0.495833333,75.08333333,9.1,9.1,0,0.411666667,996.7083333,91.875,5.029166667,8.86,20,177.7326773,2928,2.12221208,13.34166667,0,16.9,2.958333333
2022-03-07,CAN,0.379166667,-1,2.8,-1.825,85.375,8.3,0,5.81,0.354166667,997.3333333,97.5,2.733333333,5.64,13,317.5066787,1152,0.918247988,17.62083333,0,3.8,10.29166667
2022-03-08,CAN,-4.025,-7.9,-0.8,-9.625,66.54166667,0.1,0,0.07,0.385416667,1006.716667,45.5,4.155,5.74,12.3,274.782647,4374,1.517020311,22.025,0,7.1,-18.83333333
2022-03-09,CAN,-3.904166667,-12.9,4.3,-8.308333333,73.66666667,0,0,0,0.377083333,1006.270833,69.58333333,2.567083333,4.08,9.1,206.5639304,4036,1.204877664,21.90416667,0,17.2,7.125
2022-03-10,CAN,-1.4625,-5.6,2.6,-6.725,69.875,0,0,0,0.365833333,1008.954167,67.20833333,3.385,4.74,10.2,254.946131,4627,1.65315912,19.4625,0,8.2,-3.791666667
2022-03-11,CAN,-2.404166667,-5.6,0.7,-5.6,79.875,7.5,0,5.25,0.364166667,1006.741667,99.58333333,1.455416667,2.94,6.1,272.7838384,2952,1.030076427,20.40416667,0,6.3,10
2022-03-12,CAN,-4.304166667,-7.9,-1.6,-9.595833333,69.29166667,6.2,0.2,4.2,0.424583333,992.2791667,92.58333333,4.494166667,6.67,15.1,289.1953887,2791,1.363332385,22.30416667,0,6.3,-10.58333333
2022-03-13,CAN,-7.654166667,-12.8,-2.9,-12.92916667,67.04166667,0.2,0,0.14,0.420833333,1003.325,67.70833333,4.5375,6.4,13.9,252.3138857,4522,1.132082544,25.65416667,0,9.9,-2.25
2022-03-14,CAN,-0.6125,-6.2,5.3,-5.104166667,73.875,0.7,0.7,0,0.415,1011.854167,90.125,3.852083333,5.96,13.3,242.136126,4015,1.525970497,18.6125,0,11.5,6.833333333
2022-03-15,CAN,0.0666666667,-3.6,4.5,-4.008333333,76.125,0,0,0,0.395,1014.25,87.16666667,1.489583333,3.05,4.5,245.4823592,3737,1.465375509,17.93333333,0,8.1,2.25
2022-03-16,CAN,0.6625,-7,7.5,-2.445833333,81.04166667,0,0,0,0.370416667,1010.633333,89.41666667,2.495833333,3.1,7.5,211.8050862,4376,1.215011291,17.3375,0,14.5,4.916666667
2022-03-17,CAN,5.066666667,-2.3,13.8,0.958333333,77.33333333,0,0,0,0.321666667,1003.045833,82.08333333,1.903333333,3.69,7.1,173.2338233,4250,1.986458415,12.93333333,0,16.1,-3.708333333
2022-03-18,CAN,4.579166667,0.1,10.7,1.125,80.08333333,0,0,0,0.243333333,1005.604167,65.45833333,2.500833333,3.77,7.1,344.5105655,3876,1.686972222,13.42083333,0,10.6,2.75
2022-03-19,CAN,3.345833333,0.5,5.8,1.858333333,90.375,7.1,7.1,0,0.195416667,998.9541667,100,4.302916667,6.14,12.3,75.02989166,1624,0.747446559,14.65416667,0,5.3,10.29166667
2022-03-20,CAN,3.225,0.2,7.8,0.9625,86.41666667,3.1,3.1,0,0.147083333,996.8,88.625,3.374583333,4.41,9.8,266.9796058,1448,1.045851977,14.775,0,7.6,-3.958333333
2022-03-21,CAN,1.325,-2.8,6.1,-4.45,68.33333333,0,0,0,0.125416667,1007.841667,13.45833333,4.44875,6.52,14.6,295.7512127,5181,2.128862905,16.675,0,8.9,-18.08333333
2022-03-22,CAN,-0.979166667,-6.1,4.8,-8.475,58.45833333,0,0,0,0.11625,1014.666667,30.04166667,3.569583333,4.19,9.7,318.404395,5574,2.362144738,18.97916667,0,10.9,-9.875
2022-03-23,CAN,0.154166667,-6.1,5.2,-6.370833333,63.125,1.7,0,1.19,0.11,1014.683333,97.16666667,3.892916667,6.1,13.2,62.24724091,3329,2.27772134,17.84583333,0,11.3,4.666666667
2022-03-24,CAN,4.383333333,0.4,11.2,2.795833333,90.33333333,11.4,7.4,2.8,0.0991666667,1001.208333,90.75,4.051666667,6.91,14.1,113.4131201,1549,0.807617447,13.61666667,0,10.8,27.20833333
2022-03-25,CAN,4.520833333,0.7,10,2.525,88.66666667,4.1,4.1,0,0.06125,990.2958333,91.91666667,3.075833333,5.12,11.2,223.6411929,2631,0.956035318,13.47916667,0,9.3,-1.666666667
2022-03-26,CAN,3.354166667,-0.1,8,0.0333333333,80.66666667,0.7,0.7,0,0.0445833333,985.8291667,96.04166667,2.807916667,3.67,9,249.4298691,3169,1.502250144,14.64583333,0,8.1,-8
2022-03-27,CAN,-3.375,-9.8,1.1,-10.72916667,59.16666667,0.9,0,0.63,0.04,993.4833333,99.91666667,4.923333333,5.42,12.8,297.4902241,3821,1.9440269,21.375,0,10.9,-21.5
2022-03-28,CAN,-9.091666667,-12.3,-6.4,-20.05,41.125,0.6,0,0.42,0.04,1004.191667,98.95833333,4.620833333,5.38,12.1,309.7983161,3843,1.807275671,27.09166667,0,5.9,-18.04166667
2022-03-29,CAN,-4.979166667,-10.1,1.1,-17.3375,39.79166667,0,0,0,0.04,1011.45,13.91666667,4.095,5.88,13.6,297.2385036,5951,2.539848372,22.97916667,0,11.2,-1.333333333
2022-03-30,CAN,-1.55,-7.3,5.5,-14.11666667,44.16666667,4.5,3.4,0.77,0.0425,1009.475,73.20833333,2.520833333,5.31,10.8,103.5633483,4129,3.044248688,19.55,0,12.8,4.375
2022-03-31,CAN,4.029166667,-1.2,11.9,2.770833333,91.70833333,9.7,9.7,0,0.0445833333,988.0666667,79.91666667,3.731666667,5.12,9.7,110.5501911,2241,0.675714558,13.97083333,0,13.1,47.54166667
2022-04-01,CAN,1.475,-0.6,3.5,-2.3,76.91666667,2.2,1,0.84,0.02375,992.2875,77.125,4.24375,5.87,12.6,276.2108607,1756,1.568662158,16.525,0,4.1,-14.79166667
2022-04-02,CAN,1.566666667,-4.6,7.8,-7.645833333,52.33333333,0,0,0,0.02625,1006.920833,52,2.796666667,4.58,10.1,281.0539415,6009,3.260664958,16.43333333,0,12.4,-24.58333333
2022-04-03,CAN,2.866666667,-1,7,-3.195833333,65.83333333,0.5,0.5,0,0.02,1003.333333,100,2.765,4.3,10.1,34.23326744,3084,2.56463743,15.13333333,0,8,13.5
2022-04-04,CAN,4.558333333,-1.2,10.4,-2.320833333,65.375,0,0,0,0.0158333333,1005.445833,76.375,2.317916667,3.14,6.8,306.8577174,4419,2.928513481,13.44166667,0,11.6,-0.458333333
2022-04-05,CAN,4.929166667,-3.2,11.9,-2.191666667,63.16666667,0,0,0,0.01,1006.304167,55.875,1.557916667,3.31,6.5,96.65965047,4550,3.197159941,13.07083333,0,15.1,-2.208333333
2022-04-06,CAN,8.129166667,1.4,15.1,-2.4,49.54166667,0,0,0,0.00666666667,1003.141667,75.5,4.69875,5.8,12.5,75.52589534,6003,5.460816954,9.870833333,0,13.7,-13.625
2022-04-07,CAN,5.554166667,3.1,7.7,4.454166667,94.04166667,32.7,32.7,0,0,997.4958333,99.95833333,4.532916667,5.9,11.7,94.06849568,517,0.540203929,12.44583333,0,4.6,44.5
2022-04-08,CAN,3.529166667,0.8,8.5,2.341666667,92.29166667,12.7,6.2,4.55,0.0191666667,993.1791667,82.83333333,2.575,5.56,11.4,99.56160094,2441,0.606415306,14.47083333,0,7.7,-1.75
2022-04-09,CAN,4.820833333,-1.2,11.1,0.2,73.75,1.6,1.6,0,0.0141666667,993.0875,49.20833333,2.102916667,4.4,10,243.3524196,5139,2.261335785,13.17916667,0,12.3,-18.54166667
2022-04-10,CAN,3.025,-0.4,6.9,-1.741666667,72.875,0.7,0.4,0.21,0.00791666667,998.8125,65.375,3.96,5.62,12.7,297.7705548,3922,2.059090959,14.975,0,7.3,-0.875
2022-04-11,CAN,5.183333333,-2.3,12.6,-1.804166667,63.45833333,2.5,2.5,0,0,1005.65,62.91666667,2.06625,3.45,8.3,190.105581,5684,3.228593415,12.81666667,0,14.9,-9.416666667
2022-04-12,CAN,10.0375,5,15.7,0.570833333,57.54166667,0,0,0,0,1004.670833,69.04166667,3.68375,6.6,14.7,277.5688077,6115,5.22684061,7.9625,0,10.7,-5.916666667
2022-04-13,CAN,6.979166667,3.3,10.6,2.791666667,75.5,8.9,8.9,0,0,1004.516667,99.75,3.219166667,5.22,10.8,59.30436883,1729,2.451044003,11.02083333,0,7.3,17.95833333
2022-04-14,CAN,8.425,4.4,15.8,6.183333333,87.33333333,12.9,12.9,0,0,996.7291667,75.25,3.534166667,6.2,12.5,113.5738326,2261,1.398677851,9.575,0,11.4,11.83333333
2022-04-15,CAN,7.3,1.4,14.3,-0.191666667,61.95833333,1.6,1.3,0.21,0,1000.7625,58.16666667,5.111666667,9.96,23.9,219.2096555,5151,3.890463332,10.7,0,12.9,-25.375
2022-04-16,CAN,3.791666667,-0.3,7.2,-6.520833333,48.08333333,0,0,0,0,1002.954167,76.625,3.697083333,4.52,10.9,278.8054441,6223,4.160668055,14.20833333,0,7.5,-13.875
2022-04-17,CAN,2.541666667,-2.9,7.9,-4.854166667,60.66666667,0.6,0.1,0.35,0,1010.591667,56.16666667,3.935416667,6.35,14,306.014622,4862,2.884975401,15.45833333,0,10.8,12.58333333
2022-04-18,CAN,4.6375,-2.3,11.8,-3.5875,58.125,1.6,1.6,0,0,1014.620833,58.54166667,3.30125,5.33,11.2,70.95994238,6398,3.56139581,13.3625,0,14.1,-2.541666667
2022-04-19,CAN,2.4625,1.1,3.7,1.991666667,96.83333333,15.1,10.4,3.29,0.0308333333,996.4833333,100,4.075416667,6.92,12.1,142.9853148,1468,0.230958239,15.5375,0,2.6,38.70833333
