week,factory,reg_capacity,ot_capacity
2021-12-06,FC_JPN_1,201572,29888
2021-12-06,FC_JPN_2,218377,34461
2021-12-06,FC_JPN_3,150846,16870
2021-12-06,FC_JPN_4,169349,33615
2021-12-06,FC_GBR_1,215662,29464
2021-12-06,FC_GBR_2,191025,26861
2021-12-06,FC_GBR_3,129214,21368
2021-12-06,FC_GBR_4,202647,23615
2021-12-06,FC_CAN_1,230776,29374
2021-12-06,FC_CAN_2,239421,25226
2021-12-06,FC_CAN_3,180736,33612
2021-12-06,FC_CAN_4,172982,32819
2021-12-06,FC_AUS_1,236098,38001
2021-12-06,FC_AUS_2,173403,33171
2021-12-06,FC_AUS_3,203324,36148
2021-12-06,FC_AUS_4,125936,14743
2021-12-06,FC_BRA_1,186508,29747
2021-12-06,FC_BRA_2,196026,30179
2021-12-06,FC_BRA_3,154886,15516
2021-12-06,FC_BRA_4,153537,17698
2021-12-06,FC_ZAF_1,135704,26912
2021-12-06,FC_ZAF_2,178269,33915
2021-12-06,FC_ZAF_3,200319,31338
2021-12-06,FC_ZAF_4,194035,30017
2021-12-13,FC_USA_1,230104,43165
2021-12-13,FC_USA_2,140711,19809
2021-12-13,FC_USA_3,165821,18118
2021-12-13,FC_USA_4,184334,22872
2021-12-13,FC_DEU_1,243551,47293
2021-12-13,FC_DEU_2,236131,27302
2021-12-13,FC_DEU_3,195300,35539
2021-12-13,FC_DEU_4,196946,37497
2021-12-13,FC_FRA_1,212045,22758
2021-12-13,FC_FRA_2,143332,25639
2021-12-13,FC_FRA_3,188156,24244
2021-12-13,FC_FRA_4,142707,16265
2021-12-13,FC_KOR_1,193255,24591
2021-12-13,FC_KOR_2,225042,41550
2021-12-13,FC_KOR_3,135861,15861
2021-12-13,FC_KOR_4,140554,23455
2021-12-13,FC_JPN_1,135992,21408
2021-12-13,FC_JPN_2,133043,18328
2021-12-13,FC_JPN_3,166209,19346
2021-12-13,FC_JPN_4,176380,20035
2021-12-13,FC_GBR_1,182009,24592
2021-12-13,FC_GBR_2,125350,22352
2021-12-13,FC_GBR_3,176968,32317
2021-12-13,FC_GBR_4,229970,23383
2021-12-13,FC_CAN_1,227380,42117
2021-12-13,FC_CAN_2,210664,27770
2021-12-13,FC_CAN_3,132741,21294
2021-12-13,FC_CAN_4,236957,37338
2021-12-13,FC_AUS_1,225122,27773
2021-12-13,FC_AUS_2,215724,24626
2021-12-13,FC_AUS_3,120418,23879
2021-12-13,FC_AUS_4,135362,26592
2021-12-13,FC_BRA_1,205871,30267
2021-12-13,FC_BRA_2,122579,19996
2021-12-13,FC_BRA_3,176374,25259
2021-12-13,FC_BRA_4,178952,30277
2021-12-13,FC_ZAF_1,175167,25119
2021-12-13,FC_ZAF_2,240655,37908
2021-12-13,FC_ZAF_3,120153,17303
2021-12-13,FC_ZAF_4,227066,36675
2021-12-20,FC_USA_1,144875,22312
2021-12-20,FC_USA_2,147894,25699
2021-12-20,FC_USA_3,228815,26032
2021-12-20,FC_USA_4,127683,15944
2021-12-20,FC_DEU_1,190954,29253
2021-12-20,FC_DEU_2,187286,20778
2021-12-20,FC_DEU_3,147488,25687
2021-12-20,FC_DEU_4,213953,25218
2021-12-20,FC_FRA_1,194975,38209
2021-12-20,FC_FRA_2,245987,36223
2021-12-20,FC_FRA_3,185113,20476
2021-12-20,FC_FRA_4,229577,30202
2021-12-20,FC_KOR_1,138891,23125
2021-12-20,FC_KOR_2,196332,21062
2021-12-20,FC_KOR_3,185986,20713
2021-12-20,FC_KOR_4,145782,19775
2021-12-20,FC_JPN_1,144175,16400
2021-12-20,FC_JPN_2,231062,38646
2021-12-20,FC_JPN_3,237483,35700
2021-12-20,FC_JPN_4,123551,23187
2021-12-20,FC_GBR_1,125071,13433
2021-12-20,FC_GBR_2,223361,37009
2021-12-20,FC_GBR_3,177124,33471
2021-12-20,FC_GBR_4,203981,35888
2021-12-20,FC_CAN_1,149099,16558
2021-12-20,FC_CAN_2,195759,28334
2021-12-20,FC_CAN_3,220853,41810
2021-12-20,FC_CAN_4,229594,32835
2021-12-20,FC_AUS_1,241281,47826
2021-12-20,FC_AUS_2,131288,19751
2021-12-20,FC_AUS_3,236929,39321
2021-12-20,FC_AUS_4,249740,26870
2021-12-20,FC_BRA_1,139891,17883
2021-12-20,FC_BRA_2,167081,27213
2021-12-20,FC_BRA_3,164646,30104
2021-12-20,FC_BRA_4,159877,31166
2021-12-20,FC_ZAF_1,202453,25869
2021-12-20,FC_ZAF_2,227814,36459
2021-12-20,FC_ZAF_3,121720,16808
2021-12-20,FC_ZAF_4,157681,16295
2021-12-27,FC_USA_1,213709,21726
2021-12-27,FC_USA_2,214498,30027
2021-12-27,FC_USA_3,172502,27327
2021-12-27,FC_USA_4,136816,16532
2021-12-27,FC_DEU_1,172821,28869
2021-12-27,FC_DEU_2,161004,28041
2021-12-27,FC_DEU_3,196836,20277
2021-12-27,FC_DEU_4,170099,23289
2021-12-27,FC_FRA_1,176317,22730
2021-12-27,FC_FRA_2,235640,41890
2021-12-27,FC_FRA_3,202568,22352
2021-12-27,FC_FRA_4,143334,26086
2021-12-27,FC_KOR_1,220875,40995
2021-12-27,FC_KOR_2,160278,16154
2021-12-27,FC_KOR_3,148097,15594
2021-12-27,FC_KOR_4,192584,33864
2021-12-27,FC_JPN_1,246896,45423
2021-12-27,FC_JPN_2,221060,30996
2021-12-27,FC_JPN_3,205346,38179
2021-12-27,FC_JPN_4,125887,15178
2021-12-27,FC_GBR_1,136017,23408
2021-12-27,FC_GBR_2,145251,22304
2021-12-27,FC_GBR_3,248072,48148
2021-12-27,FC_GBR_4,187859,22726
2021-12-27,FC_CAN_1,148804,15234
2021-12-27,FC_CAN_2,159185,18947
2021-12-27,FC_CAN_3,182892,36239
2021-12-27,FC_CAN_4,243831,35617
2021-12-27,FC_AUS_1,164461,18365
2021-12-27,FC_AUS_2,120870,21753
2021-12-27,FC_AUS_3,249963,34665
2021-12-27,FC_AUS_4,151019,24145
2021-12-27,FC_BRA_1,128729,17126
2021-12-27,FC_BRA_2,164219,32453
2021-12-27,FC_BRA_3,232920,42561
2021-12-27,FC_BRA_4,123066,18508
2021-12-27,FC_ZAF_1,193316,24078
2021-12-27,FC_ZAF_2,145965,26416
2021-12-27,FC_ZAF_3,121564,21694
2021-12-27,FC_ZAF_4,122462,12403
2022-01-03,FC_USA_1,179090,31521
2022-01-03,FC_USA_2,122003,14089
2022-01-03,FC_USA_3,205471,25583
2022-01-03,FC_USA_4,248494,35854
2022-01-03,FC_DEU_1,247160,48356
2022-01-03,FC_DEU_2,186502,19794
2022-01-03,FC_DEU_3,142774,22562
2022-01-03,FC_DEU_4,133764,20459
2022-01-03,FC_FRA_1,241878,24628
2022-01-03,FC_FRA_2,128145,24483
2022-01-03,FC_FRA_3,141511,20855
2022-01-03,FC_FRA_4,190775,26276
2022-01-03,FC_KOR_1,140096,16186
2022-01-03,FC_KOR_2,188137,34941
2022-01-03,FC_KOR_3,137846,22546
2022-01-03,FC_KOR_4,136455,25113
2022-01-03,FC_JPN_1,135950,26007
2022-01-03,FC_JPN_2,219799,25174
2022-01-03,FC_JPN_3,202208,36135
2022-01-03,FC_JPN_4,152803,16090
2022-01-03,FC_GBR_1,149263,27391
2022-01-03,FC_GBR_2,124283,15461
2022-01-03,FC_GBR_3,125767,19126
2022-01-03,FC_GBR_4,205203,25944
2022-01-03,FC_CAN_1,152754,20839
2022-01-03,FC_CAN_2,178065,35466
2022-01-03,FC_CAN_3,221256,26048
2022-01-03,FC_CAN_4,148227,28177
2022-01-03,FC_AUS_1,121826,17439
2022-01-03,FC_AUS_2,173832,28091
2022-01-03,FC_AUS_3,163089,30639
2022-01-03,FC_AUS_4,201841,24138
2022-01-03,FC_BRA_1,172133,19399
2022-01-03,FC_BRA_2,223474,30545
2022-01-03,FC_BRA_3,198621,24010
2022-01-03,FC_BRA_4,132110,18403
2022-01-03,FC_ZAF_1,148916,24596
2022-01-03,FC_ZAF_2,182245,30508
2022-01-03,FC_ZAF_3,246729,38017
2022-01-03,FC_ZAF_4,241919,35377
2022-01-10,FC_USA_1,190459,19894
2022-01-10,FC_USA_2,188173,28300
2022-01-10,FC_USA_3,169741,17043
2022-01-10,FC_USA_4,127978,16652
2022-01-10,FC_DEU_1,153153,16246
2022-01-10,FC_DEU_2,215790,31199
2022-01-10,FC_DEU_3,223386,24968
2022-01-10,FC_DEU_4,121239,19594
2022-01-10,FC_FRA_1,218647,34998
2022-01-10,FC_FRA_2,198828,37676
2022-01-10,FC_FRA_3,152219,27008
2022-01-10,FC_FRA_4,161565,18157
2022-01-10,FC_KOR_1,186729,18937
2022-01-10,FC_KOR_2,170562,30860
2022-01-10,FC_KOR_3,190649,23958
2022-01-10,FC_KOR_4,210794,37935
2022-01-10,FC_JPN_1,154517,25680
2022-01-10,FC_JPN_2,217151,43407
2022-01-10,FC_JPN_3,165216,29449
2022-01-10,FC_JPN_4,168685,18624
2022-01-10,FC_GBR_1,192948,34554
2022-01-10,FC_GBR_2,204570,29844
2022-01-10,FC_GBR_3,176817,26731
2022-01-10,FC_GBR_4,152948,22187
2022-01-10,FC_CAN_1,210128,33158
2022-01-10,FC_CAN_2,132161,19707
2022-01-10,FC_CAN_3,243133,48461
2022-01-10,FC_CAN_4,169576,33274
2022-01-10,FC_AUS_1,159391,27837
2022-01-10,FC_AUS_2,223044,36644
2022-01-10,FC_AUS_3,218939,41921
2022-01-10,FC_AUS_4,191380,22814
2022-01-10,FC_BRA_1,191870,34640
2022-01-10,FC_BRA_2,183859,34550
2022-01-10,FC_BRA_3,138744,24934
2022-01-10,FC_BRA_4,189186,32210
2022-01-10,FC_ZAF_1,243799,45345
2022-01-10,FC_ZAF_2,224778,35081
2022-01-10,FC_ZAF_3,130933,22276
2022-01-10,FC_ZAF_4,191878,32650
2022-01-17,FC_USA_1,138812,22853
2022-01-17,FC_USA_2,197698,26390
2022-01-17,FC_USA_3,166656,25366
2022-01-17,FC_USA_4,202991,40108
2022-01-17,FC_DEU_1,232662,44299
2022-01-17,FC_DEU_2,182186,26906
2022-01-17,FC_DEU_3,176605,21722
2022-01-17,FC_DEU_4,132639,26324
2022-01-17,FC_FRA_1,215051,38622
2022-01-17,FC_FRA_2,208625,38544
2022-01-17,FC_FRA_3,217630,35162
2022-01-17,FC_FRA_4,167777,20199
2022-01-17,FC_KOR_1,179624,20395
2022-01-17,FC_KOR_2,197992,21868
2022-01-17,FC_KOR_3,139033,20725
2022-01-17,FC_KOR_4,130916,19225
2022-01-17,FC_JPN_1,196944,38482
2022-01-17,FC_JPN_2,157012,16438
2022-01-17,FC_JPN_3,185113,20409
2022-01-17,FC_JPN_4,240241,29974
2022-01-17,FC_GBR_1,209467,22414
2022-01-17,FC_GBR_2,211225,39953
2022-01-17,FC_GBR_3,231836,39224
2022-01-17,FC_GBR_4,208368,38050
2022-01-17,FC_CAN_1,214373,34271
2022-01-17,FC_CAN_2,175359,25881
2022-01-17,FC_CAN_3,154432,26662
2022-01-17,FC_CAN_4,122032,16715
2022-01-17,FC_AUS_1,138004,26412
2022-01-17,FC_AUS_2,120112,14767
2022-01-17,FC_AUS_3,228280,28485
2022-01-17,FC_AUS_4,200613,21107
2022-01-17,FC_BRA_1,176219,25126
2022-01-17,FC_BRA_2,145648,20332
2022-01-17,FC_BRA_3,227004,38264
2022-01-17,FC_BRA_4,175579,24281
2022-01-17,FC_ZAF_1,164320,23782
2022-01-17,FC_ZAF_2,242152,46690
2022-01-17,FC_ZAF_3,125287,17905
2022-01-17,FC_ZAF_4,180232,27383
2022-01-24,FC_USA_1,201654,35725
2022-01-24,FC_USA_2,192694,33414
2022-01-24,FC_USA_3,122577,21792
2022-01-24,FC_USA_4,201897,36464
2022-01-24,FC_DEU_1,228023,32977
2022-01-24,FC_DEU_2,248148,45629
2022-01-24,FC_DEU_3,238730,29471
2022-01-24,FC_DEU_4,147684,25481
2022-01-24,FC_FRA_1,136662,13885
2022-01-24,FC_FRA_2,129499,21345
2022-01-24,FC_FRA_3,164343,18753
2022-01-24,FC_FRA_4,248431,28942
2022-01-24,FC_KOR_1,196088,36555
2022-01-24,FC_KOR_2,145439,19195
2022-01-24,FC_KOR_3,183437,36198
2022-01-24,FC_KOR_4,214706,22889
2022-01-24,FC_JPN_1,224098,27348
2022-01-24,FC_JPN_2,213364,38848
2022-01-24,FC_JPN_3,163568,31613
2022-01-24,FC_JPN_4,125258,14628
2022-01-24,FC_GBR_1,200333,37225
2022-01-24,FC_GBR_2,208043,25269
2022-01-24,FC_GBR_3,138023,16282
2022-01-24,FC_GBR_4,159209,30842
2022-01-24,FC_CAN_1,183778,32579
2022-01-24,FC_CAN_2,188459,31458
2022-01-24,FC_CAN_3,228890,43847
2022-01-24,FC_CAN_4,247874,37428
2022-01-24,FC_AUS_1,194336,34022
2022-01-24,FC_AUS_2,165821,26930
2022-01-24,FC_AUS_3,152654,16639
2022-01-24,FC_AUS_4,152643,18364
2022-01-24,FC_BRA_1,120215,22524
2022-01-24,FC_BRA_2,171168,23576
2022-01-24,FC_BRA_3,140943,28179
2022-01-24,FC_BRA_4,225241,31359
2022-01-24,FC_ZAF_1,171886,25423
2022-01-24,FC_ZAF_2,227632,24902
2022-01-24,FC_ZAF_3,154770,25602
2022-01-24,FC_ZAF_4,156440,29294
2022-01-31,FC_USA_1,228918,38624
2022-01-31,FC_USA_2,135291,23010
2022-01-31,FC_USA_3,179412,19917
2022-01-31,FC_USA_4,221659,33878
2022-01-31,FC_DEU_1,162000,27754
2022-01-31,FC_DEU_2,219479,33005
2022-01-31,FC_DEU_3,141472,22415
2022-01-31,FC_DEU_4,123684,17066
2022-01-31,FC_FRA_1,135273,18742
2022-01-31,FC_FRA_2,248759,24916
2022-01-31,FC_FRA_3,184482,19530
2022-01-31,FC_FRA_4,130742,18530
2022-01-31,FC_KOR_1,135450,25323
2022-01-31,FC_KOR_2,179150,32063
2022-01-31,FC_KOR_3,149757,20666
2022-01-31,FC_KOR_4,149288,27777
2022-01-31,FC_JPN_1,120894,17232
2022-01-31,FC_JPN_2,152933,29654
2022-01-31,FC_JPN_3,175467,21121
2022-01-31,FC_JPN_4,128206,13691
2022-01-31,FC_GBR_1,139676,15401
2022-01-31,FC_GBR_2,169076,23501
2022-01-31,FC_GBR_3,219337,40572
2022-01-31,FC_GBR_4,245169,32812
2022-01-31,FC_CAN_1,226692,30029
2022-01-31,FC_CAN_2,206903,26703
2022-01-31,FC_CAN_3,150316,20466
2022-01-31,FC_CAN_4,126207,19663
2022-01-31,FC_AUS_1,134787,14274
2022-01-31,FC_AUS_2,179053,18589
2022-01-31,FC_AUS_3,233969,31922
2022-01-31,FC_AUS_4,162971,28600
2022-01-31,FC_BRA_1,129972,23148
2022-01-31,FC_BRA_2,225190,25823
2022-01-31,FC_BRA_3,237650,39504
2022-01-31,FC_BRA_4,248735,29339
2022-01-31,FC_ZAF_1,231499,34779
2022-01-31,FC_ZAF_2,216645,40561
2022-01-31,FC_ZAF_3,174995,25011
2022-01-31,FC_ZAF_4,225908,23064
2022-02-07,FC_USA_1,216614,41554
2022-02-07,FC_USA_2,213485,36265
2022-02-07,FC_USA_3,125546,16321
2022-02-07,FC_USA_4,175414,22692
2022-02-07,FC_DEU_1,169868,23731
2022-02-07,FC_DEU_2,209808,31151
2022-02-07,FC_DEU_3,133306,22941
2022-02-07,FC_DEU_4,241594,30599
2022-02-07,FC_FRA_1,228409,31023
2022-02-07,FC_FRA_2,243973,37198
2022-02-07,FC_FRA_3,131433,22018
2022-02-07,FC_FRA_4,191768,20104
2022-02-07,FC_KOR_1,232428,36001
2022-02-07,FC_KOR_2,138755,24803
2022-02-07,FC_KOR_3,235723,33950
2022-02-07,FC_KOR_4,217662,33805
2022-02-07,FC_JPN_1,198996,30337
2022-02-07,FC_JPN_2,219863,27336
2022-02-07,FC_JPN_3,184637,19536
2022-02-07,FC_JPN_4,159683,31382
2022-02-07,FC_GBR_1,156833,19646
2022-02-07,FC_GBR_2,211196,31617
2022-02-07,FC_GBR_3,141825,18537
2022-02-07,FC_GBR_4,158913,17704
2022-02-07,FC_CAN_1,207324,36854
2022-02-07,FC_CAN_2,230202,44060
2022-02-07,FC_CAN_3,189199,27019
2022-02-07,FC_CAN_4,200799,39829
2022-02-07,FC_AUS_1,202927,39574
2022-02-07,FC_AUS_2,122058,16077
2022-02-07,FC_AUS_3,238223,24464
2022-02-07,FC_AUS_4,188837,21298
2022-02-07,FC_BRA_1,249064,40190
2022-02-07,FC_BRA_2,155492,17055
2022-02-07,FC_BRA_3,190670,35920
2022-02-07,FC_BRA_4,169386,22201
2022-02-07,FC_ZAF_1,219673,43894
2022-02-07,FC_ZAF_2,215392,40579
2022-02-07,FC_ZAF_3,163206,30953
2022-02-07,FC_ZAF_4,178949,32740
2022-02-14,FC_USA_1,145808,25191
2022-02-14,FC_USA_2,224336,28527
2022-02-14,FC_USA_3,170625,26834
2022-02-14,FC_USA_4,234111,31682
2022-02-14,FC_DEU_1,181640,23030
2022-02-14,FC_DEU_2,184998,25259
2022-02-14,FC_DEU_3,142067,23882
2022-02-14,FC_DEU_4,197950,27096
2022-02-14,FC_FRA_1,173472,18196
2022-02-14,FC_FRA_2,201288,37420
2022-02-14,FC_FRA_3,247383,42154
2022-02-14,FC_FRA_4,129616,22640
2022-02-14,FC_KOR_1,120532,20577
2022-02-14,FC_KOR_2,235768,44778
2022-02-14,FC_KOR_3,200704,24106
2022-02-14,FC_KOR_4,157483,17563
2022-02-14,FC_JPN_1,154255,30178
2022-02-14,FC_JPN_2,137971,21823
2022-02-14,FC_JPN_3,145371,25837
2022-02-14,FC_JPN_4,208397,24888
2022-02-14,FC_GBR_1,237687,38058
2022-02-14,FC_GBR_2,147541,15059
2022-02-14,FC_GBR_3,175510,20980
2022-02-14,FC_GBR_4,207974,39551
2022-02-14,FC_CAN_1,142470,18662
2022-02-14,FC_CAN_2,147908,25616
2022-02-14,FC_CAN_3,125607,14180
2022-02-14,FC_CAN_4,141107,25003
2022-02-14,FC_AUS_1,219448,25392
2022-02-14,FC_AUS_2,123414,14686
2022-02-14,FC_AUS_3,197570,38587
2022-02-14,FC_AUS_4,148720,23530
2022-02-14,FC_BRA_1,245243,38218
2022-02-14,FC_BRA_2,208005,25939
2022-02-14,FC_BRA_3,139720,26358
2022-02-14,FC_BRA_4,224551,33275
2022-02-14,FC_ZAF_1,211325,31706
2022-02-14,FC_ZAF_2,194382,33742
2022-02-14,FC_ZAF_3,168933,29144
2022-02-14,FC_ZAF_4,245391,33239
2022-02-21,FC_USA_1,150322,21637
2022-02-21,FC_USA_2,151540,16949
2022-02-21,FC_USA_3,154409,21967
2022-02-21,FC_USA_4,213022,40335
2022-02-21,FC_DEU_1,179529,34649
2022-02-21,FC_DEU_2,178401,26894
2022-02-21,FC_DEU_3,230931,35834
2022-02-21,FC_DEU_4,206059,32346
2022-02-21,FC_FRA_1,162895,20679
2022-02-21,FC_FRA_2,217598,36505
2022-02-21,FC_FRA_3,191093,26402
2022-02-21,FC_FRA_4,201642,27610
2022-02-21,FC_KOR_1,166128,30054
2022-02-21,FC_KOR_2,160321,19434
2022-02-21,FC_KOR_3,220384,24449
2022-02-21,FC_KOR_4,190272,24479
2022-02-21,FC_JPN_1,138100,18214
2022-02-21,FC_JPN_2,122426,21487
2022-02-21,FC_JPN_3,200015,29438
2022-02-21,FC_JPN_4,130038,19747
2022-02-21,FC_GBR_1,245242,45297
2022-02-21,FC_GBR_2,123921,23249
2022-02-21,FC_GBR_3,226744,34661
2022-02-21,FC_GBR_4,169300,22930
2022-02-21,FC_CAN_1,208969,37372
2022-02-21,FC_CAN_2,148366,27181
2022-02-21,FC_CAN_3,245174,42514
2022-02-21,FC_CAN_4,158590,24747
2022-02-21,FC_AUS_1,196574,31890
2022-02-21,FC_AUS_2,122197,16119
2022-02-21,FC_AUS_3,200641,28100
2022-02-21,FC_AUS_4,205292,40369
2022-02-21,FC_BRA_1,179226,19687
2022-02-21,FC_BRA_2,158592,29938
2022-02-21,FC_BRA_3,171568,17252
2022-02-21,FC_BRA_4,181831,23547
2022-02-21,FC_ZAF_1,234043,39061
2022-02-21,FC_ZAF_2,133308,24772
2022-02-21,FC_ZAF_3,218391,32316
2022-02-21,FC_ZAF_4,236853,27840
2022-02-28,FC_USA_1,123290,20976
2022-02-28,FC_USA_2,148140,16951
2022-02-28,FC_USA_3,199394,24111
2022-02-28,FC_USA_4,136566,23249
2022-02-28,FC_DEU_1,221342,26484
2022-02-28,FC_DEU_2,223918,31924
2022-02-28,FC_DEU_3,122151,22624
2022-02-28,FC_DEU_4,241148,27651
2022-02-28,FC_FRA_1,166929,22893
2022-02-28,FC_FRA_2,160362,27365
2022-02-28,FC_FRA_3,231985,26388
2022-02-28,FC_FRA_4,171287,29644
2022-02-28,FC_KOR_1,216778,23886
2022-02-28,FC_KOR_2,191510,26262
2022-02-28,FC_KOR_3,234183,33847
2022-02-28,FC_KOR_4,214078,26710
2022-02-28,FC_JPN_1,227121,40658
2022-02-28,FC_JPN_2,201007,32084
2022-02-28,FC_JPN_3,220171,27173
2022-02-28,FC_JPN_4,177398,29258
2022-02-28,FC_GBR_1,170621,17795
2022-02-28,FC_GBR_2,218828,42313
2022-02-28,FC_GBR_3,194282,19753
2022-02-28,FC_GBR_4,222014,27230
2022-02-28,FC_CAN_1,145481,28323
2022-02-28,FC_CAN_2,198564,20329
2022-02-28,FC_CAN_3,147959,27629
2022-02-28,FC_CAN_4,215945,25677
2022-02-28,FC_AUS_1,120043,22465
2022-02-28,FC_AUS_2,159419,24889
2022-02-28,FC_AUS_3,162920,28194
2022-02-28,FC_AUS_4,157299,27734
2022-02-28,FC_BRA_1,182814,18803
2022-02-28,FC_BRA_2,163470,32083
2022-02-28,FC_BRA_3,190332,34013
2022-02-28,FC_BRA_4,209104,33674
2022-02-28,FC_ZAF_1,174791,17783
2022-02-28,FC_ZAF_2,193882,22519
2022-02-28,FC_ZAF_3,171106,25191
2022-02-28,FC_ZAF_4,180534,27466
2022-03-07,FC_USA_1,169037,17892
2022-03-07,FC_USA_2,197221,28283
2022-03-07,FC_USA_3,129501,14989
2022-03-07,FC_USA_4,240231,36326
2022-03-07,FC_DEU_1,223105,34730
2022-03-07,FC_DEU_2,228624,24754
2022-03-07,FC_DEU_3,139663,15679
2022-03-07,FC_DEU_4,247521,32047
2022-03-07,FC_FRA_1,161063,29145
2022-03-07,FC_FRA_2,223062,35394
2022-03-07,FC_FRA_3,175839,19976
2022-03-07,FC_FRA_4,220114,40396
2022-03-07,FC_KOR_1,134939,14847
2022-03-07,FC_KOR_2,139023,16343
2022-03-07,FC_KOR_3,199180,25549
2022-03-07,FC_KOR_4,166190,33031
2022-03-07,FC_JPN_1,121665,22841
2022-03-07,FC_JPN_2,122512,18264
2022-03-07,FC_JPN_3,224350,32260
2022-03-07,FC_JPN_4,142375,16181
2022-03-07,FC_GBR_1,144160,23206
2022-03-07,FC_GBR_2,179637,34371
2022-03-07,FC_GBR_3,129045,17217
2022-03-07,FC_GBR_4,165054,31307
2022-03-07,FC_CAN_1,207827,35487
2022-03-07,FC_CAN_2,154205,30224
2022-03-07,FC_CAN_3,197896,23471
2022-03-07,FC_CAN_4,149904,15338
2022-03-07,FC_AUS_1,155441,21583
2022-03-07,FC_AUS_2,120324,20367
2022-03-07,FC_AUS_3,231460,34109
2022-03-07,FC_AUS_4,213651,24324
2022-03-07,FC_BRA_1,206054,34412
2022-03-07,FC_BRA_2,209619,24496
2022-03-07,FC_BRA_3,121927,16351
2022-03-07,FC_BRA_4,237453,33678
2022-03-07,FC_ZAF_1,179236,34225
2022-03-07,FC_ZAF_2,183219,30445
2022-03-07,FC_ZAF_3,195455,23666
2022-03-07,FC_ZAF_4,241682,46621
2022-03-14,FC_USA_1,221579,33414
2022-03-14,FC_USA_2,144780,24431
2022-03-14,FC_USA_3,179521,28570
2022-03-14,FC_USA_4,191454,27733
2022-03-14,FC_DEU_1,148636,26494
2022-03-14,FC_DEU_2,170494,30275
2022-03-14,FC_DEU_3,211822,35657
2022-03-14,FC_DEU_4,146540,20064
2022-03-14,FC_FRA_1,192894,30982
2022-03-14,FC_FRA_2,198413,36494
2022-03-14,FC_FRA_3,127933,19282
2022-03-14,FC_FRA_4,198994,20722
2022-03-14,FC_KOR_1,214089,32754
2022-03-14,FC_KOR_2,169621,21228
2022-03-14,FC_KOR_3,205965,29763
2022-03-14,FC_KOR_4,135054,26243
2022-03-14,FC_JPN_1,241503,43927
2022-03-14,FC_JPN_2,214363,28522
2022-03-14,FC_JPN_3,222485,27424
2022-03-14,FC_JPN_4,181201,19278
2022-03-14,FC_GBR_1,175660,20945
2022-03-14,FC_GBR_2,242497,31476
2022-03-14,FC_GBR_3,177226,29036
2022-03-14,FC_GBR_4,238951,24435
2022-03-14,FC_CAN_1,244240,29482
2022-03-14,FC_CAN_2,209472,21861
2022-03-14,FC_CAN_3,212207,24557
2022-03-14,FC_CAN_4,164928,28203
2022-03-14,FC_AUS_1,241305,28732
2022-03-14,FC_AUS_2,230906,33166
2022-03-14,FC_AUS_3,162288,24972
2022-03-14,FC_AUS_4,170896,32009
2022-03-14,FC_BRA_1,196927,21565
2022-03-14,FC_BRA_2,155579,21865
2022-03-14,FC_BRA_3,197074,19973
2022-03-14,FC_BRA_4,149463,16759
2022-03-14,FC_ZAF_1,209279,38640
2022-03-14,FC_ZAF_2,147722,25241
2022-03-14,FC_ZAF_3,175121,28491
2022-03-14,FC_ZAF_4,137996,22694
2022-03-21,FC_USA_1,163167,28048
2022-03-21,FC_USA_2,128752,14523
2022-03-21,FC_USA_3,139655,22331
2022-03-21,FC_USA_4,163020,27350
2022-03-21,FC_DEU_1,247368,47863
2022-03-21,FC_DEU_2,177249,25515
2022-03-21,FC_DEU_3,191752,26246
2022-03-21,FC_DEU_4,216538,26611
2022-03-21,FC_FRA_1,205543,29374
2022-03-21,FC_FRA_2,159416,22061
2022-03-21,FC_FRA_3,190690,31273
2022-03-21,FC_FRA_4,140610,25908
2022-03-21,FC_KOR_1,191161,32317
2022-03-21,FC_KOR_2,244406,47005
2022-03-21,FC_KOR_3,150092,25818
2022-03-21,FC_KOR_4,239804,43218
2022-03-21,FC_JPN_1,170227,26939
2022-03-21,FC_JPN_2,247387,33010
2022-03-21,FC_JPN_3,162580,21195
2022-03-21,FC_JPN_4,188920,33025
2022-03-21,FC_GBR_1,196237,23748
2022-03-21,FC_GBR_2,213170,22583
2022-03-21,FC_GBR_3,206840,25670
2022-03-21,FC_GBR_4,162303,23612
2022-03-21,FC_CAN_1,227962,24836
2022-03-21,FC_CAN_2,136917,19572
2022-03-21,FC_CAN_3,132660,18158
2022-03-21,FC_CAN_4,146581,15842
2022-03-21,FC_AUS_1,192629,38465
2022-03-21,FC_AUS_2,165050,28393
2022-03-21,FC_AUS_3,127075,14721
2022-03-21,FC_AUS_4,164675,20959
2022-03-21,FC_BRA_1,164762,27777
2022-03-21,FC_BRA_2,150969,27017
2022-03-21,FC_BRA_3,172070,29644
2022-03-21,FC_BRA_4,219439,30487
2022-03-21,FC_ZAF_1,153318,28565
2022-03-21,FC_ZAF_2,180162,18219
2022-03-21,FC_ZAF_3,199140,32279
2022-03-21,FC_ZAF_4,198072,31431
2022-03-28,FC_USA_1,165863,30209
2022-03-28,FC_USA_2,125886,13989
2022-03-28,FC_USA_3,235035,27553
2022-03-28,FC_USA_4,211009,22756
2022-03-28,FC_DEU_1,209281,38682
2022-03-28,FC_DEU_2,205024,24297
2022-03-28,FC_DEU_3,193749,34655
2022-03-28,FC_DEU_4,234098,44525
2022-03-28,FC_FRA_1,170475,31965
2022-03-28,FC_FRA_2,235995,28003
2022-03-28,FC_FRA_3,154690,30538
