date,country,season
2021-08-03,FRA,Summer
2021-08-03,KOR,Summer
2021-08-03,JPN,Summer
2021-08-03,GBR,Summer
2021-08-03,CAN,Summer
2021-08-03,AUS,Winter
2021-08-03,BRA,Winter
2021-08-03,ZAF,Winter
2021-08-04,USA,Summer
2021-08-04,DEU,Summer
2021-08-04,FRA,Summer
2021-08-04,KOR,Summer
2021-08-04,JPN,Summer
2021-08-04,GBR,Summer
2021-08-04,CAN,Summer
2021-08-04,AUS,Winter
2021-08-04,BRA,Winter
2021-08-04,ZAF,Winter
2021-08-05,USA,Summer
2021-08-05,DEU,Summer
2021-08-05,FRA,Summer
2021-08-05,KOR,Summer
2021-08-05,JPN,Summer
2021-08-05,GBR,Summer
2021-08-05,CAN,Summer
2021-08-05,AUS,Winter
2021-08-05,BRA,Winter
2021-08-05,ZAF,Winter
2021-08-06,USA,Summer
2021-08-06,DEU,Summer
2021-08-06,FRA,Summer
2021-08-06,KOR,Summer
2021-08-06,JPN,Summer
2021-08-06,GBR,Summer
2021-08-06,CAN,Summer
2021-08-06,AUS,Winter
2021-08-06,BRA,Winter
2021-08-06,ZAF,Winter
2021-08-07,USA,Summer
2021-08-07,DEU,Summer
2021-08-07,FRA,Summer
2021-08-07,KOR,Summer
2021-08-07,JPN,Summer
2021-08-07,GBR,Summer
2021-08-07,CAN,Summer
2021-08-07,AUS,Winter
2021-08-07,BRA,Winter
2021-08-07,ZAF,Winter
2021-08-08,USA,Summer
2021-08-08,DEU,Summer
2021-08-08,FRA,Summer
2021-08-08,KOR,Summer
2021-08-08,JPN,Summer
2021-08-08,GBR,Summer
2021-08-08,CAN,Summer
2021-08-08,AUS,Winter
2021-08-08,BRA,Winter
2021-08-08,ZAF,Winter
2021-08-09,USA,Summer
2021-08-09,DEU,Summer
2021-08-09,FRA,Summer
2021-08-09,KOR,Summer
2021-08-09,JPN,Summer
2021-08-09,GBR,Summer
2021-08-09,CAN,Summer
2021-08-09,AUS,Winter
2021-08-09,BRA,Winter
2021-08-09,ZAF,Winter
2021-08-10,USA,Summer
2021-08-10,DEU,Summer
2021-08-10,FRA,Summer
2021-08-10,KOR,Summer
2021-08-10,JPN,Summer
2021-08-10,GBR,Summer
2021-08-10,CAN,Summer
2021-08-10,AUS,Winter
2021-08-10,BRA,Winter
2021-08-10,ZAF,Winter
2021-08-11,USA,Summer
2021-08-11,DEU,Summer
2021-08-11,FRA,Summer
2021-08-11,KOR,Summer
2021-08-11,JPN,Summer
2021-08-11,GBR,Summer
2021-08-11,CAN,Summer
2021-08-11,AUS,Winter
2021-08-11,BRA,Winter
2021-08-11,ZAF,Winter
2021-08-12,USA,Summer
2021-08-12,DEU,Summer
2021-08-12,FRA,Summer
2021-08-12,KOR,Summer
2021-08-12,JPN,Summer
2021-08-12,GBR,Summer
2021-08-12,CAN,Summer
2021-08-12,AUS,Winter
2021-08-12,BRA,Winter
2021-08-12,ZAF,Winter
2021-08-13,USA,Summer
2021-08-13,DEU,Summer
2021-08-13,FRA,Summer
2021-08-13,KOR,Summer
2021-08-13,JPN,Summer
2021-08-13,GBR,Summer
2021-08-13,CAN,Summer
2021-08-13,AUS,Winter
2021-08-13,BRA,Winter
2021-08-13,ZAF,Winter
2021-08-14,USA,Summer
2021-08-14,DEU,Summer
2021-08-14,FRA,Summer
2021-08-14,KOR,Summer
2021-08-14,JPN,Summer
2021-08-14,GBR,Summer
2021-08-14,CAN,Summer
2021-08-14,AUS,Winter
2021-08-14,BRA,Winter
2021-08-14,ZAF,Winter
2021-08-15,USA,Summer
2021-08-15,DEU,Summer
2021-08-15,FRA,Summer
2021-08-15,KOR,Summer
2021-08-15,JPN,Summer
2021-08-15,GBR,Summer
2021-08-15,CAN,Summer
2021-08-15,AUS,Winter
2021-08-15,BRA,Winter
2021-08-15,ZAF,Winter
2021-08-16,USA,Summer
2021-08-16,DEU,Summer
2021-08-16,FRA,Summer
2021-08-16,KOR,Summer
2021-08-16,JPN,Summer
2021-08-16,GBR,Summer
2021-08-16,CAN,Summer
2021-08-16,AUS,Winter
2021-08-16,BRA,Winter
2021-08-16,ZAF,Winter
2021-08-17,USA,Summer
2021-08-17,DEU,Summer
2021-08-17,FRA,Summer
2021-08-17,KOR,Summer
2021-08-17,JPN,Summer
2021-08-17,GBR,Summer
2021-08-17,CAN,Summer
2021-08-17,AUS,Winter
2021-08-17,BRA,Winter
2021-08-17,ZAF,Winter
2021-08-18,USA,Summer
2021-08-18,DEU,Summer
2021-08-18,FRA,Summer
2021-08-18,KOR,Summer
2021-08-18,JPN,Summer
2021-08-18,GBR,Summer
2021-08-18,CAN,Summer
2021-08-18,AUS,Winter
2021-08-18,BRA,Winter
2021-08-18,ZAF,Winter
2021-08-19,USA,Summer
2021-08-19,DEU,Summer
2021-08-19,FRA,Summer
2021-08-19,KOR,Summer
2021-08-19,JPN,Summer
2021-08-19,GBR,Summer
2021-08-19,CAN,Summer
2021-08-19,AUS,Winter
2021-08-19,BRA,Winter
2021-08-19,ZAF,Winter
2021-08-20,USA,Summer
2021-08-20,DEU,Summer
2021-08-20,FRA,Summer
2021-08-20,KOR,Summer
2021-08-20,JPN,Summer
2021-08-20,GBR,Summer
2021-08-20,CAN,Summer
2021-08-20,AUS,Winter
2021-08-20,BRA,Winter
2021-08-20,ZAF,Winter
2021-08-21,USA,Summer
2021-08-21,DEU,Summer
2021-08-21,FRA,Summer
2021-08-21,KOR,Summer
2021-08-21,JPN,Summer
2021-08-21,GBR,Summer
2021-08-21,CAN,Summer
2021-08-21,AUS,Winter
2021-08-21,BRA,Winter
2021-08-21,ZAF,Winter
2021-08-22,USA,Summer
2021-08-22,DEU,Summer
2021-08-22,FRA,Summer
2021-08-22,KOR,Summer
2021-08-22,JPN,Summer
2021-08-22,GBR,Summer
2021-08-22,CAN,Summer
2021-08-22,AUS,Winter
2021-08-22,BRA,Winter
2021-08-22,ZAF,Winter
2021-08-23,USA,Summer
2021-08-23,DEU,Summer
2021-08-23,FRA,Summer
2021-08-23,KOR,Summer
2021-08-23,JPN,Summer
2021-08-23,GBR,Summer
2021-08-23,CAN,Summer
2021-08-23,AUS,Winter
2021-08-23,BRA,Winter
2021-08-23,ZAF,Winter
2021-08-24,USA,Summer
2021-08-24,DEU,Summer
2021-08-24,FRA,Summer
2021-08-24,KOR,Summer
2021-08-24,JPN,Summer
2021-08-24,GBR,Summer
2021-08-24,CAN,Summer
2021-08-24,AUS,Winter
2021-08-24,BRA,Winter
2021-08-24,ZAF,Winter
2021-08-25,USA,Summer
2021-08-25,DEU,Summer
2021-08-25,FRA,Summer
2021-08-25,KOR,Summer
2021-08-25,JPN,Summer
2021-08-25,GBR,Summer
2021-08-25,CAN,Summer
2021-08-25,AUS,Winter
2021-08-25,BRA,Winter
2021-08-25,ZAF,Winter
2021-08-26,USA,Summer
2021-08-26,DEU,Summer
2021-08-26,FRA,Summer
2021-08-26,KOR,Summer
2021-08-26,JPN,Summer
2021-08-26,GBR,Summer
2021-08-26,CAN,Summer
2021-08-26,AUS,Winter
2021-08-26,BRA,Winter
2021-08-26,ZAF,Winter
2021-08-27,USA,Summer
2021-08-27,DEU,Summer
2021-08-27,FRA,Summer
2021-08-27,KOR,Summer
2021-08-27,JPN,Summer
2021-08-27,GBR,Summer
2021-08-27,CAN,Summer
2021-08-27,AUS,Winter
2021-08-27,BRA,Winter
2021-08-27,ZAF,Winter
2021-08-28,USA,Summer
2021-08-28,DEU,Summer
2021-08-28,FRA,Summer
2021-08-28,KOR,Summer
2021-08-28,JPN,Summer
2021-08-28,GBR,Summer
2021-08-28,CAN,Summer
2021-08-28,AUS,Winter
2021-08-28,BRA,Winter
2021-08-28,ZAF,Winter
2021-08-29,USA,Summer
2021-08-29,DEU,Summer
2021-08-29,FRA,Summer
2021-08-29,KOR,Summer
2021-08-29,JPN,Summer
2021-08-29,GBR,Summer
2021-08-29,CAN,Summer
2021-08-29,AUS,Winter
2021-08-29,BRA,Winter
2021-08-29,ZAF,Winter
2021-08-30,USA,Summer
2021-08-30,DEU,Summer
2021-08-30,FRA,Summer
2021-08-30,KOR,Summer
2021-08-30,JPN,Summer
2021-08-30,GBR,Summer
2021-08-30,CAN,Summer
2021-08-30,AUS,Winter
2021-08-30,BRA,Winter
2021-08-30,ZAF,Winter
2021-08-31,USA,Summer
2021-08-31,DEU,Summer
2021-08-31,FRA,Summer
2021-08-31,KOR,Summer
2021-08-31,JPN,Summer
2021-08-31,GBR,Summer
2021-08-31,CAN,Summer
2021-08-31,AUS,Winter
2021-08-31,BRA,Winter
2021-08-31,ZAF,Winter
2021-09-01,USA,Fall
2021-09-01,DEU,Fall
2021-09-01,FRA,Fall
2021-09-01,KOR,Fall
2021-09-01,JPN,Fall
2021-09-01,GBR,Fall
2021-09-01,CAN,Fall
2021-09-01,AUS,Spring
2021-09-01,BRA,Spring
2021-09-01,ZAF,Spring
2021-09-02,USA,Fall
2021-09-02,DEU,Fall
2021-09-02,FRA,Fall
2021-09-02,KOR,Fall
2021-09-02,JPN,Fall
2021-09-02,GBR,Fall
2021-09-02,CAN,Fall
2021-09-02,AUS,Spring
2021-09-02,BRA,Spring
2021-09-02,ZAF,Spring
2021-09-03,USA,Fall
2021-09-03,DEU,Fall
2021-09-03,FRA,Fall
2021-09-03,KOR,Fall
2021-09-03,JPN,Fall
2021-09-03,GBR,Fall
2021-09-03,CAN,Fall
2021-09-03,AUS,Spring
2021-09-03,BRA,Spring
2021-09-03,ZAF,Spring
2021-09-04,USA,Fall
2021-09-04,DEU,Fall
2021-09-04,FRA,Fall
2021-09-04,KOR,Fall
2021-09-04,JPN,Fall
2021-09-04,GBR,Fall
2021-09-04,CAN,Fall
2021-09-04,AUS,Spring
2021-09-04,BRA,Spring
2021-09-04,ZAF,Spring
2021-09-05,USA,Fall
2021-09-05,DEU,Fall
2021-09-05,FRA,Fall
2021-09-05,KOR,Fall
2021-09-05,JPN,Fall
2021-09-05,GBR,Fall
2021-09-05,CAN,Fall
2021-09-05,AUS,Spring
2021-09-05,BRA,Spring
2021-09-05,ZAF,Spring
2021-09-06,USA,Fall
2021-09-06,DEU,Fall
2021-09-06,FRA,Fall
2021-09-06,KOR,Fall
2021-09-06,JPN,Fall
2021-09-06,GBR,Fall
2021-09-06,CAN,Fall
2021-09-06,AUS,Spring
2021-09-06,BRA,Spring
2021-09-06,ZAF,Spring
2021-09-07,USA,Fall
2021-09-07,DEU,Fall
2021-09-07,FRA,Fall
2021-09-07,KOR,Fall
2021-09-07,JPN,Fall
2021-09-07,GBR,Fall
2021-09-07,CAN,Fall
2021-09-07,AUS,Spring
2021-09-07,BRA,Spring
2021-09-07,ZAF,Spring
2021-09-08,USA,Fall
2021-09-08,DEU,Fall
2021-09-08,FRA,Fall
2021-09-08,KOR,Fall
2021-09-08,JPN,Fall
2021-09-08,GBR,Fall
2021-09-08,CAN,Fall
2021-09-08,AUS,Spring
2021-09-08,BRA,Spring
2021-09-08,ZAF,Spring
2021-09-09,USA,Fall
2021-09-09,DEU,Fall
2021-09-09,FRA,Fall
2021-09-09,KOR,Fall
2021-09-09,JPN,Fall
2021-09-09,GBR,Fall
2021-09-09,CAN,Fall
2021-09-09,AUS,Spring
2021-09-09,BRA,Spring
2021-09-09,ZAF,Spring
2021-09-10,USA,Fall
2021-09-10,DEU,Fall
2021-09-10,FRA,Fall
2021-09-10,KOR,Fall
2021-09-10,JPN,Fall
2021-09-10,GBR,Fall
2021-09-10,CAN,Fall
2021-09-10,AUS,Spring
2021-09-10,BRA,Spring
2021-09-10,ZAF,Spring
2021-09-11,USA,Fall
2021-09-11,DEU,Fall
2021-09-11,FRA,Fall
2021-09-11,KOR,Fall
2021-09-11,JPN,Fall
2021-09-11,GBR,Fall
2021-09-11,CAN,Fall
2021-09-11,AUS,Spring
2021-09-11,BRA,Spring
2021-09-11,ZAF,Spring
2021-09-12,USA,Fall
2021-09-12,DEU,Fall
2021-09-12,FRA,Fall
2021-09-12,KOR,Fall
2021-09-12,JPN,Fall
2021-09-12,GBR,Fall
2021-09-12,CAN,Fall
2021-09-12,AUS,Spring
2021-09-12,BRA,Spring
2021-09-12,ZAF,Spring
2021-09-13,USA,Fall
2021-09-13,DEU,Fall
2021-09-13,FRA,Fall
2021-09-13,KOR,Fall
2021-09-13,JPN,Fall
2021-09-13,GBR,Fall
2021-09-13,CAN,Fall
2021-09-13,AUS,Spring
2021-09-13,BRA,Spring
2021-09-13,ZAF,Spring
2021-09-14,USA,Fall
2021-09-14,DEU,Fall
2021-09-14,FRA,Fall
2021-09-14,KOR,Fall
2021-09-14,JPN,Fall
2021-09-14,GBR,Fall
2021-09-14,CAN,Fall
2021-09-14,AUS,Spring
2021-09-14,BRA,Spring
2021-09-14,ZAF,Spring
2021-09-15,USA,Fall
2021-09-15,DEU,Fall
2021-09-15,FRA,Fall
2021-09-15,KOR,Fall
2021-09-15,JPN,Fall
2021-09-15,GBR,Fall
2021-09-15,CAN,Fall
2021-09-15,AUS,Spring
2021-09-15,BRA,Spring
2021-09-15,ZAF,Spring
2021-09-16,USA,Fall
2021-09-16,DEU,Fall
2021-09-16,FRA,Fall
2021-09-16,KOR,Fall
2021-09-16,JPN,Fall
2021-09-16,GBR,Fall
2021-09-16,CAN,Fall
2021-09-16,AUS,Spring
2021-09-16,BRA,Spring
2021-09-16,ZAF,Spring
2021-09-17,USA,Fall
2021-09-17,DEU,Fall
2021-09-17,FRA,Fall
2021-09-17,KOR,Fall
2021-09-17,JPN,Fall
2021-09-17,GBR,Fall
2021-09-17,CAN,Fall
2021-09-17,AUS,Spring
2021-09-17,BRA,Spring
2021-09-17,ZAF,Spring
2021-09-18,USA,Fall
2021-09-18,DEU,Fall
2021-09-18,FRA,Fall
2021-09-18,KOR,Fall
2021-09-18,JPN,Fall
2021-09-18,GBR,Fall
2021-09-18,CAN,Fall
2021-09-18,AUS,Spring
2021-09-18,BRA,Spring
2021-09-18,ZAF,Spring
2021-09-19,USA,Fall
2021-09-19,DEU,Fall
2021-09-19,FRA,Fall
2021-09-19,KOR,Fall
2021-09-19,JPN,Fall
2021-09-19,GBR,Fall
2021-09-19,CAN,Fall
2021-09-19,AUS,Spring
2021-09-19,BRA,Spring
2021-09-19,ZAF,Spring
2021-09-20,USA,Fall
2021-09-20,DEU,Fall
2021-09-20,FRA,Fall
2021-09-20,KOR,Fall
2021-09-20,JPN,Fall
2021-09-20,GBR,Fall
2021-09-20,CAN,Fall
2021-09-20,AUS,Spring
2021-09-20,BRA,Spring
2021-09-20,ZAF,Spring
2021-09-21,USA,Fall
2021-09-21,DEU,Fall
2021-09-21,FRA,Fall
2021-09-21,KOR,Fall
2021-09-21,JPN,Fall
2021-09-21,GBR,Fall
2021-09-21,CAN,Fall
2021-09-21,AUS,Spring
2021-09-21,BRA,Spring
2021-09-21,ZAF,Spring
2021-09-22,USA,Fall
2021-09-22,DEU,Fall
2021-09-22,FRA,Fall
2021-09-22,KOR,Fall
2021-09-22,JPN,Fall
2021-09-22,GBR,Fall
2021-09-22,CAN,Fall
2021-09-22,AUS,Spring
2021-09-22,BRA,Spring
2021-09-22,ZAF,Spring
2021-09-23,USA,Fall
2021-09-23,DEU,Fall
2021-09-23,FRA,Fall
2021-09-23,KOR,Fall
2021-09-23,JPN,Fall
2021-09-23,GBR,Fall
2021-09-23,CAN,Fall
2021-09-23,AUS,Spring
2021-09-23,BRA,Spring
2021-09-23,ZAF,Spring
2021-09-24,USA,Fall
2021-09-24,DEU,Fall
2021-09-24,FRA,Fall
2021-09-24,KOR,Fall
2021-09-24,JPN,Fall
2021-09-24,GBR,Fall
2021-09-24,CAN,Fall
2021-09-24,AUS,Spring
2021-09-24,BRA,Spring
2021-09-24,ZAF,Spring
2021-09-25,USA,Fall
2021-09-25,DEU,Fall
2021-09-25,FRA,Fall
2021-09-25,KOR,Fall
2021-09-25,JPN,Fall
2021-09-25,GBR,Fall
2021-09-25,CAN,Fall
2021-09-25,AUS,Spring
2021-09-25,BRA,Spring
2021-09-25,ZAF,Spring
2021-09-26,USA,Fall
2021-09-26,DEU,Fall
2021-09-26,FRA,Fall
2021-09-26,KOR,Fall
2021-09-26,JPN,Fall
2021-09-26,GBR,Fall
2021-09-26,CAN,Fall
2021-09-26,AUS,Spring
2021-09-26,BRA,Spring
2021-09-26,ZAF,Spring
2021-09-27,USA,Fall
2021-09-27,DEU,Fall
2021-09-27,FRA,Fall
2021-09-27,KOR,Fall
2021-09-27,JPN,Fall
2021-09-27,GBR,Fall
2021-09-27,CAN,Fall
2021-09-27,AUS,Spring
2021-09-27,BRA,Spring
2021-09-27,ZAF,Spring
2021-09-28,USA,Fall
2021-09-28,DEU,Fall
2021-09-28,FRA,Fall
2021-09-28,KOR,Fall
2021-09-28,JPN,Fall
2021-09-28,GBR,Fall
2021-09-28,CAN,Fall
2021-09-28,AUS,Spring
2021-09-28,BRA,Spring
2021-09-28,ZAF,Spring
2021-09-29,USA,Fall
2021-09-29,DEU,Fall
2021-09-29,FRA,Fall
2021-09-29,KOR,Fall
2021-09-29,JPN,Fall
2021-09-29,GBR,Fall
2021-09-29,CAN,Fall
2021-09-29,AUS,Spring
2021-09-29,BRA,Spring
2021-09-29,ZAF,Spring
2021-09-30,USA,Fall
2021-09-30,DEU,Fall
2021-09-30,FRA,Fall
2021-09-30,KOR,Fall
2021-09-30,JPN,Fall
2021-09-30,GBR,Fall
2021-09-30,CAN,Fall
2021-09-30,AUS,Spring
2021-09-30,BRA,Spring
2021-09-30,ZAF,Spring
2021-10-01,USA,Fall
2021-10-01,DEU,Fall
2021-10-01,FRA,Fall
2021-10-01,KOR,Fall
2021-10-01,JPN,Fall
2021-10-01,GBR,Fall
2021-10-01,CAN,Fall
2021-10-01,AUS,Spring
2021-10-01,BRA,Spring
2021-10-01,ZAF,Spring
2021-10-02,USA,Fall
2021-10-02,DEU,Fall
2021-10-02,FRA,Fall
2021-10-02,KOR,Fall
2021-10-02,JPN,Fall
2021-10-02,GBR,Fall
2021-10-02,CAN,Fall
2021-10-02,AUS,Spring
2021-10-02,BRA,Spring
2021-10-02,ZAF,Spring
2021-10-03,USA,Fall
2021-10-03,DEU,Fall
2021-10-03,FRA,Fall
2021-10-03,KOR,Fall
2021-10-03,JPN,Fall
2021-10-03,GBR,Fall
2021-10-03,CAN,Fall
2021-10-03,AUS,Spring
2021-10-03,BRA,Spring
2021-10-03,ZAF,Spring
2021-10-04,USA,Fall
2021-10-04,DEU,Fall
2021-10-04,FRA,Fall
2021-10-04,KOR,Fall
2021-10-04,JPN,Fall
2021-10-04,GBR,Fall
2021-10-04,CAN,Fall
2021-10-04,AUS,Spring
2021-10-04,BRA,Spring
2021-10-04,ZAF,Spring
2021-10-05,USA,Fall
2021-10-05,DEU,Fall
2021-10-05,FRA,Fall
2021-10-05,KOR,Fall
2021-10-05,JPN,Fall
2021-10-05,GBR,Fall
2021-10-05,CAN,Fall
2021-10-05,AUS,Spring
2021-10-05,BRA,Spring
2021-10-05,ZAF,Spring
2021-10-06,USA,Fall
2021-10-06,DEU,Fall
2021-10-06,FRA,Fall
2021-10-06,KOR,Fall
2021-10-06,JPN,Fall
2021-10-06,GBR,Fall
2021-10-06,CAN,Fall
2021-10-06,AUS,Spring
2021-10-06,BRA,Spring
2021-10-06,ZAF,Spring
2021-10-07,USA,Fall
2021-10-07,DEU,Fall
2021-10-07,FRA,Fall
2021-10-07,KOR,Fall
2021-10-07,JPN,Fall
2021-10-07,GBR,Fall
2021-10-07,CAN,Fall
2021-10-07,AUS,Spring
2021-10-07,BRA,Spring
2021-10-07,ZAF,Spring
2021-10-08,USA,Fall
2021-10-08,DEU,Fall
2021-10-08,FRA,Fall
2021-10-08,KOR,Fall
2021-10-08,JPN,Fall
2021-10-08,GBR,Fall
2021-10-08,CAN,Fall
2021-10-08,AUS,Spring
2021-10-08,BRA,Spring
2021-10-08,ZAF,Spring
2021-10-09,USA,Fall
2021-10-09,DEU,Fall
2021-10-09,FRA,Fall
2021-10-09,KOR,Fall
2021-10-09,JPN,Fall
2021-10-09,GBR,Fall
2021-10-09,CAN,Fall
2021-10-09,AUS,Spring
2021-10-09,BRA,Spring
2021-10-09,ZAF,Spring
2021-10-10,USA,Fall
2021-10-10,DEU,Fall
2021-10-10,FRA,Fall
2021-10-10,KOR,Fall
2021-10-10,JPN,Fall
2021-10-10,GBR,Fall
2021-10-10,CAN,Fall
2021-10-10,AUS,Spring
2021-10-10,BRA,Spring
2021-10-10,ZAF,Spring
2021-10-11,USA,Fall
2021-10-11,DEU,Fall
2021-10-11,FRA,Fall
2021-10-11,KOR,Fall
2021-10-11,JPN,Fall
2021-10-11,GBR,Fall
2021-10-11,CAN,Fall
2021-10-11,AUS,Spring
2021-10-11,BRA,Spring
2021-10-11,ZAF,Spring
2021-10-12,USA,Fall
2021-10-12,DEU,Fall
2021-10-12,FRA,Fall
2021-10-12,KOR,Fall
2021-10-12,JPN,Fall
2021-10-12,GBR,Fall
2021-10-12,CAN,Fall
2021-10-12,AUS,Spring
2021-10-12,BRA,Spring
2021-10-12,ZAF,Spring
2021-10-13,USA,Fall
2021-10-13,DEU,Fall
2021-10-13,FRA,Fall
2021-10-13,KOR,Fall
2021-10-13,JPN,Fall
2021-10-13,GBR,Fall
2021-10-13,CAN,Fall
2021-10-13,AUS,Spring
2021-10-13,BRA,Spring
2021-10-13,ZAF,Spring
2021-10-14,USA,Fall
2021-10-14,DEU,Fall
2021-10-14,FRA,Fall
2021-10-14,KOR,Fall
2021-10-14,JPN,Fall
2021-10-14,GBR,Fall
2021-10-14,CAN,Fall
2021-10-14,AUS,Spring
2021-10-14,BRA,Spring
2021-10-14,ZAF,Spring
2021-10-15,USA,Fall
2021-10-15,DEU,Fall
2021-10-15,FRA,Fall
2021-10-15,KOR,Fall
2021-10-15,JPN,Fall
2021-10-15,GBR,Fall
2021-10-15,CAN,Fall
2021-10-15,AUS,Spring
2021-10-15,BRA,Spring
2021-10-15,ZAF,Spring
2021-10-16,USA,Fall
2021-10-16,DEU,Fall
2021-10-16,FRA,Fall
2021-10-16,KOR,Fall
2021-10-16,JPN,Fall
2021-10-16,GBR,Fall
2021-10-16,CAN,Fall
2021-10-16,AUS,Spring
2021-10-16,BRA,Spring
2021-10-16,ZAF,Spring
2021-10-17,USA,Fall
2021-10-17,DEU,Fall
2021-10-17,FRA,Fall
2021-10-17,KOR,Fall
2021-10-17,JPN,Fall
2021-10-17,GBR,Fall
2021-10-17,CAN,Fall
2021-10-17,AUS,Spring
2021-10-17,BRA,Spring
2021-10-17,ZAF,Spring
2021-10-18,USA,Fall
2021-10-18,DEU,Fall
2021-10-18,FRA,Fall
2021-10-18,KOR,Fall
2021-10-18,JPN,Fall
2021-10-18,GBR,Fall
2021-10-18,CAN,Fall
2021-10-18,AUS,Spring
2021-10-18,BRA,Spring
2021-10-18,ZAF,Spring
2021-10-19,USA,Fall
2021-10-19,DEU,Fall
2021-10-19,FRA,Fall
2021-10-19,KOR,Fall
2021-10-19,JPN,Fall
2021-10-19,GBR,Fall
2021-10-19,CAN,Fall
2021-10-19,AUS,Spring
2021-10-19,BRA,Spring
2021-10-19,ZAF,Spring
2021-10-20,USA,Fall
2021-10-20,DEU,Fall
2021-10-20,FRA,Fall
2021-10-20,KOR,Fall
2021-10-20,JPN,Fall
2021-10-20,GBR,Fall
2021-10-20,CAN,Fall
2021-10-20,AUS,Spring
2021-10-20,BRA,Spring
2021-10-20,ZAF,Spring
2021-10-21,USA,Fall
2021-10-21,DEU,Fall
2021-10-21,FRA,Fall
2021-10-21,KOR,Fall
2021-10-21,JPN,Fall
2021-10-21,GBR,Fall
2021-10-21,CAN,Fall
2021-10-21,AUS,Spring
2021-10-21,BRA,Spring
2021-10-21,ZAF,Spring
2021-10-22,USA,Fall
2021-10-22,DEU,Fall
2021-10-22,FRA,Fall
2021-10-22,KOR,Fall
2021-10-22,JPN,Fall
2021-10-22,GBR,Fall
2021-10-22,CAN,Fall
2021-10-22,AUS,Spring
2021-10-22,BRA,Spring
2021-10-22,ZAF,Spring
2021-10-23,USA,Fall
2021-10-23,DEU,Fall
2021-10-23,FRA,Fall
2021-10-23,KOR,Fall
2021-10-23,JPN,Fall
2021-10-23,GBR,Fall
2021-10-23,CAN,Fall
2021-10-23,AUS,Spring
2021-10-23,BRA,Spring
2021-10-23,ZAF,Spring
2021-10-24,USA,Fall
2021-10-24,DEU,Fall
2021-10-24,FRA,Fall
2021-10-24,KOR,Fall
2021-10-24,JPN,Fall
2021-10-24,GBR,Fall
2021-10-24,CAN,Fall
2021-10-24,AUS,Spring
2021-10-24,BRA,Spring
2021-10-24,ZAF,Spring
2021-10-25,USA,Fall
2021-10-25,DEU,Fall
2021-10-25,FRA,Fall
2021-10-25,KOR,Fall
2021-10-25,JPN,Fall
2021-10-25,GBR,Fall
2021-10-25,CAN,Fall
2021-10-25,AUS,Spring
2021-10-25,BRA,Spring
2021-10-25,ZAF,Spring
2021-10-26,USA,Fall
2021-10-26,DEU,Fall
2021-10-26,FRA,Fall
2021-10-26,KOR,Fall
2021-10-26,JPN,Fall
2021-10-26,GBR,Fall
2021-10-26,CAN,Fall
2021-10-26,AUS,Spring
2021-10-26,BRA,Spring
2021-10-26,ZAF,Spring
2021-10-27,USA,Fall
2021-10-27,DEU,Fall
2021-10-27,FRA,Fall
2021-10-27,KOR,Fall
2021-10-27,JPN,Fall
2021-10-27,GBR,Fall
2021-10-27,CAN,Fall
2021-10-27,AUS,Spring
2021-10-27,BRA,Spring
2021-10-27,ZAF,Spring
2021-10-28,USA,Fall
2021-10-28,DEU,Fall
2021-10-28,FRA,Fall
2021-10-28,KOR,Fall
2021-10-28,JPN,Fall
2021-10-28,GBR,Fall
2021-10-28,CAN,Fall
2021-10-28,AUS,Spring
2021-10-28,BRA,Spring
2021-10-28,ZAF,Spring
2021-10-29,USA,Fall
2021-10-29,DEU,Fall
2021-10-29,FRA,Fall
2021-10-29,KOR,Fall
2021-10-29,JPN,Fall
2021-10-29,GBR,Fall
2021-10-29,CAN,Fall
2021-10-29,AUS,Spring
2021-10-29,BRA,Spring
2021-10-29,ZAF,Spring
2021-10-30,USA,Fall
2021-10-30,DEU,Fall
2021-10-30,FRA,Fall
2021-10-30,KOR,Fall
2021-10-30,JPN,Fall
2021-10-30,GBR,Fall
2021-10-30,CAN,Fall
2021-10-30,AUS,Spring
2021-10-30,BRA,Spring
2021-10-30,ZAF,Spring
2021-10-31,USA,Fall
2021-10-31,DEU,Fall
2021-10-31,FRA,Fall
2021-10-31,KOR,Fall
2021-10-31,JPN,Fall
2021-10-31,GBR,Fall
2021-10-31,CAN,Fall
2021-10-31,AUS,Spring
2021-10-31,BRA,Spring
2021-10-31,ZAF,Spring
2021-11-01,USA,Fall
2021-11-01,DEU,Fall
2021-11-01,FRA,Fall
2021-11-01,KOR,Fall
2021-11-01,JPN,Fall
2021-11-01,GBR,Fall
2021-11-01,CAN,Fall
2021-11-01,AUS,Spring
2021-11-01,BRA,Spring
2021-11-01,ZAF,Spring
2021-11-02,USA,Fall
2021-11-02,DEU,Fall
2021-11-02,FRA,Fall
2021-11-02,KOR,Fall
2021-11-02,JPN,Fall
2021-11-02,GBR,Fall
2021-11-02,CAN,Fall
2021-11-02,AUS,Spring
2021-11-02,BRA,Spring
2021-11-02,ZAF,Spring
2021-11-03,USA,Fall
2021-11-03,DEU,Fall
2021-11-03,FRA,Fall
2021-11-03,KOR,Fall
2021-11-03,JPN,Fall
2021-11-03,GBR,Fall
2021-11-03,CAN,Fall
2021-11-03,AUS,Spring
2021-11-03,BRA,Spring
2021-11-03,ZAF,Spring
2021-11-04,USA,Fall
2021-11-04,DEU,Fall
2021-11-04,FRA,Fall
2021-11-04,KOR,Fall
